STN,date,   ave_temp,   min_temp,   max_temp
  380,20040527,  108,   54,  157
  380,20040528,  135,   50,  195
  380,20040529,  174,   82,  239
  380,20040530,  167,  113,  226
  380,20040531,  130,   94,  195
  380,20040601,  168,   85,  223
  380,20040602,  146,  116,  210
  380,20040603,  147,  113,  192
  380,20040604,  133,  106,  165
  380,20040605,  142,  116,  181
  380,20040606,  154,  105,  207
  380,20040607,  199,  117,  263
  380,20040608,  237,  144,  302
  380,20040609,  233,  181,  288
  380,20040610,  184,  164,  207
  380,20040611,  159,  137,  186
  380,20040612,  142,  114,  184
  380,20040613,  133,   94,  168
  380,20040614,  163,   69,  223
  380,20040615,  188,  133,  250
  380,20040616,  152,   99,  196
  380,20040617,  172,  130,  227
  380,20040618,  139,  113,  173
  380,20040619,  120,   74,  158
  380,20040620,  113,   69,  171
  380,20040621,  124,   74,  182
  380,20040622,  155,  107,  188
  380,20040623,  177,  149,  207
  380,20040624,  149,  116,  187
  380,20040625,  140,   92,  183
  380,20040626,  163,   78,  210
  380,20040627,  190,  143,  252
  380,20040628,  164,  117,  217
  380,20040629,  165,   92,  217
  380,20040630,  191,  129,  246
  380,20040701,  159,  102,  196
  380,20040702,  146,   97,  188
  380,20040703,  151,  125,  188
  380,20040704,  148,  114,  179
  380,20040705,  161,  122,  208
  380,20040706,  161,   89,  218
  380,20040707,  170,  115,  252
  380,20040708,  176,  132,  225
  380,20040709,  142,  119,  173
  380,20040710,  135,   99,  180
  380,20040711,  129,   85,  165
  380,20040712,  131,  115,  152
  380,20040713,  131,   93,  164
  380,20040714,  151,   91,  211
  380,20040715,  175,  159,  204
  380,20040716,  203,  167,  252
  380,20040717,  215,  144,  299
  380,20040718,  196,  150,  243
  380,20040719,  182,  136,  226
  380,20040720,  166,  146,  192
  380,20040721,  203,  142,  263
  380,20040722,  218,  152,  268
  380,20040723,  203,  147,  260
  380,20040724,  180,  122,  235
  380,20040725,  158,  128,  192
  380,20040726,  165,  131,  215
  380,20040727,  172,  103,  224
  380,20040728,  190,  114,  243
  380,20040729,  209,  139,  267
  380,20040730,  229,  160,  291
  380,20040731,  215,  167,  271
  380,20040801,  194,  139,  248
  380,20040802,  213,  141,  272
  380,20040803,  228,  151,  292
  380,20040804,  219,  180,  274
  380,20040805,  247,  190,  311
  380,20040806,  228,  170,  290
  380,20040807,  211,  185,  255
  380,20040808,  244,  176,  315
  380,20040809,  263,  200,  324
  380,20040810,  207,  183,  278
  380,20040811,  220,  177,  269
  380,20040812,  187,  154,  248
  380,20040813,  168,  143,  219
  380,20040814,  188,  156,  242
  380,20040815,  198,  139,  256
  380,20040816,  200,  174,  240
  380,20040817,  195,  161,  241
  380,20040818,  208,  175,  271
  380,20040819,  194,  159,  239
  380,20040820,  168,  131,  215
  380,20040821,  142,   99,  177
  380,20040822,  153,   95,  211
  380,20040823,  179,  112,  246
  380,20040824,  174,  144,  217
  380,20040825,  156,  138,  196
  380,20040826,  154,  110,  198
  380,20040827,  149,  116,  172
  380,20040828,  172,  140,  217
  380,20040829,  169,  132,  207
  380,20040830,  149,  115,  196
  380,20040831,  143,  105,  186
  380,20040901,  152,   93,  215
  380,20040902,  181,  108,  249
  380,20040903,  199,  140,  258
  380,20040904,  214,  145,  282
  380,20040905,  211,  148,  270
  380,20040906,  203,  139,  267
  380,20040907,  197,  150,  259
  380,20040908,  170,  121,  226
  380,20040909,  172,  109,  239
  380,20040910,  200,  112,  273
  380,20040911,  185,  164,  230
  380,20040912,  157,  131,  190
  380,20040913,  152,  113,  218
  380,20040914,  151,  112,  203
  380,20040915,  121,   81,  163
  380,20040916,  118,   54,  177
  380,20040917,  143,   83,  209
  380,20040918,  180,  125,  241
  380,20040919,  147,  104,  183
  380,20040920,  140,  105,  167
  380,20040921,  135,  111,  168
  380,20040922,  125,  107,  144
  380,20040923,  130,  103,  156
  380,20040924,  109,   89,  143
  380,20040925,  114,   99,  144
  380,20040926,  140,  107,  178
  380,20040927,  144,  120,  167
  380,20040928,  154,  127,  182
  380,20040929,  135,  111,  161
  380,20040930,  124,   69,  164
  380,20041001,  155,  116,  197
  380,20041002,  132,  102,  158
  380,20041003,  138,   94,  188
  380,20041004,  170,  130,  224
  380,20041005,  155,  114,  181
  380,20041006,  123,   86,  164
  380,20041007,  114,   80,  159
  380,20041008,  108,   84,  142
  380,20041009,   93,   51,  144
  380,20041010,   88,   51,  139
  380,20041011,   86,   40,  132
  380,20041012,   94,   66,  154
  380,20041013,  116,   74,  162
  380,20041014,  122,   98,  150
  380,20041015,   95,   70,  137
  380,20041016,   74,   59,   86
  380,20041017,   82,   62,  103
  380,20041018,   96,   67,  127
  380,20041019,   94,   37,  147
  380,20041020,  148,   79,  201
  380,20041021,  131,  106,  177
  380,20041022,  130,   95,  170
  380,20041023,  163,  127,  195
  380,20041024,  169,  147,  203
  380,20041025,  137,  103,  159
  380,20041026,   89,   34,  125
  380,20041027,   86,   28,  122
  380,20041028,  125,  102,  165
  380,20041029,  111,   58,  183
  380,20041030,   88,   45,  148
  380,20041031,   90,   64,  111
  380,20041101,   84,   62,  107
  380,20041102,   97,   78,  118
  380,20041103,  112,   64,  148
  380,20041104,  111,   84,  135
  380,20041105,   77,   48,  115
  380,20041106,   85,   68,  100
  380,20041107,   73,   47,  112
  380,20041108,   64,   39,   89
  380,20041109,   28,  -10,   55
  380,20041110,   32,    3,   48
  380,20041111,   30,   -3,   49
  380,20041112,   40,  -18,   82
  380,20041113,   43,   21,   85
  380,20041114,   30,    0,   81
  380,20041115,   37,   -8,   63
  380,20041116,   80,   56,   98
  380,20041117,  104,   90,  121
  380,20041118,   82,   64,  107
  380,20041119,   19,    6,   82
  380,20041120,   16,   -3,   49
  380,20041121,   19,  -13,   71
  380,20041122,  102,   71,  121
  380,20041123,   74,    4,  100
  380,20041124,   19,  -17,   73
  380,20041125,    4,  -35,   57
  380,20041126,   39,   10,   68
  380,20041127,   79,   68,   88
  380,20041128,   71,   56,   86
  380,20041129,   63,   54,   76
  380,20041130,   37,    5,   60
  380,20041201,   22,   11,   32
  380,20041202,   21,    2,   51
  380,20041203,   12,  -24,   62
  380,20041204,   16,  -30,   61
  380,20041205,   40,    7,   55
  380,20041206,   51,   25,   84
  380,20041207,   46,   25,   65
  380,20041208,   45,    6,   67
  380,20041209,    5,  -51,   48
  380,20041210,  -14,  -50,   21
  380,20041211,   13,   -2,   27
  380,20041212,  -17,  -23,    4
  380,20041213,  -29,  -52,  -14
  380,20041214,   -9,  -53,   38
  380,20041215,   42,   -8,   87
  380,20041216,   51,   18,   72
  380,20041217,   49,   15,   68
  380,20041218,   36,   11,   57
  380,20041219,    8,  -26,   37
  380,20041220,  -29,  -63,   29
  380,20041221,  -29,  -75,   -1
  380,20041222,   12,   -6,   31
  380,20041223,   77,   30,   98
  380,20041224,   86,   70,  107
  380,20041225,   42,   15,  102
  380,20041226,   13,   -9,   33
  380,20041227,  -15,  -38,   -4
  380,20041228,   10,  -19,   28
  380,20041229,   28,   14,   49
  380,20041230,   52,   33,   73
  380,20041231,   85,   72,   96
