"Data Source","World Development Indicators",

"Last Updated Date","2017-11-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Antigua and Barbuda","ATG","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","99.359017248993","78.5167540339405","103.593727876831","89.7809243997274","102.136243285175","97.3417807371882","70.8230418282959","71.9863449902036","75.9575867347707","78.1572387451791","78.8908183807478","66.9781038553615","47.4025696142945","60.0693312289184","71.6203994273136","75.508558934842","71.939384061845","65.4870411752128","69.1171507797092","63.5916872497586","59.9455983899579","57.8407464677302","58.9925128717419","55.6090297074628","53.6447985670152","54.2139636197913","54.976332448187","55.9189231695918","58.0307191704005","60.7629241243014","60.4741355493712","59.4379332377917","48.0140886284993","47.6456906464514","42.6140402415579","45.6648927324739","47.8335246994184","45.2824503118108","37.2771314501747","35.5378242698677","",
"Australia","AUS","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","25.3427199975907","24.0581125113895","24.5880221890995","25.9230860368328","26.7847299152542","26.0671951859201","24.8575503242223","24.3316975775872","24.1440930928153","23.8901828582776","23.7889903798704","23.1065540204244","22.0931840503201","26.5777010164316","25.8670884239842","23.2912726161884","24.220913360392","24.3760286070946","25.3226689656486","27.3409418333207","29.5841950135292","26.9743762230598","24.7619879850496","23.4630550992272","25.3379913603879","26.8702499574975","26.7020686902797","29.5385910512431","29.3593810411499","27.3580130742376","26.2460480407613","25.6087218012536","26.599013289319","28.267504031995","31.2338266518268","31.0522703214754","31.2896770758198","29.5351057881079","30.1474156336848","32.1827375845411","32.5912228294143","33.5906695352401","34.8986303876281","34.1566447310149","31.9483115712365","33.3511303711458","35.1391148733747","35.9225898832855","36.721016843526","34.4923412724414","36.2482837966934","37.0667284581713","33.6508165291428","31.5931441367071","32.7604607909732","29.4634284632929","32.0783235191217","",
"Austria","AUT","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","38.4703136698996","36.7511216158029","36.2984785379495","35.8391114065754","36.0851233899756","37.0273549411135","36.8419090434881","35.5653897164485","36.0490721906158","38.5620089874157","41.7665726577416","41.3004096914405","41.3498377696591","42.1192641420916","46.0999774812277","42.3226113125451","46.7356800522497","46.7753759542618","45.5448080070981","48.4453583776854","51.2244911956896","52.0496512575565","49.4264808313386","48.4382472002705","52.1486021785286","55.2227806894468","49.9718680469956","48.3509551229534","50.5569979977934","53.3839798215199","54.443999763852","53.021329841616","50.6910850953027","47.2885854089861","49.3659218883491","51.5579413599359","53.5344433112661","59.1187604906981","61.3686042539636","63.3897756878677","71.3284859316193","73.8162708924614","73.7059599721234","75.4359256984961","79.4647754786138","80.2510988216988","81.9490230407625","84.5258543533759","85.4940142845355","70.4366201388146","79.846020411128","85.9703789302397","84.703102564372","83.6975273426393","82.1793116955084","81.9558738929052","80.0861316539801","",
"Azerbaijan","AZE","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.2441936051653","42.686776860189","50.0826380350138","39.7202907911901","37.8058975791185","42.8924817487311","55.3235687617897","65.612884716683","61.4660991284037","71.7139746874246","82.154517191658","90.5864123186265","87.1369853639905","82.6446350438109","78.1134155068116","62.3392885131244","62.7983522199458","67.718376173534","61.780771354669","56.6626543621739","49.9595272460772","47.7814070478117","53.1075643776824","",
"Burundi","BDI","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","14.2857150145773","12.3152714212915","13.1147537297961","11.7379163199821","9.9712365109496","16.9816700459181","18.1329612334558","19.0692904301006","20.5477074235808","17.5413236796251","19.2409282879218","19.1423676871409","23.3429225668429","20.0894828918789","21.4531225289174","22.2054301007158","26.408481704227","29.932101821901","27.4761845802008","32.7740693251089","25.3336136098406","24.3538322887787","29.7072047373616","24.1937054183473","29.2763791454756","26.1743845062","29.6240697954097","26.779405453349","31.1344232844621","23.7897710234634","27.0293844582676","29.5528910136009","27.0535372824446","28.1260204064363","37.1879593671436","33.8854836659977","19.1016723679209","21.2766773628938","24.950468115942","21.2850944224857","22.7459126297585","20.2852498219343","19.3127046400893","24.7601866696377","24.3790455750808","29.2899317849867","38.4098690430786","27.8701462945743","28.5503970078183","26.9928756981402","30.0952534922792","37.1776880970192","35.778814111679","33.3548684580744","29.1323455431315","31.5610409047027","29.100324107737","",
"Belgium","BEL","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","66.5767620716746","65.7572944049052","67.0988350576246","69.9017380515455","72.2426248814626","74.2367180178798","75.1345032831477","71.8686008698729","77.5062046928671","84.8223357103552","85.7084107208214","85.4732259018528","84.5847679075787","92.7719765400666","103.338956175629","90.2395430025948","95.719107734909","93.5888704879791","91.9120868104534","100.577076419778","106.973409149936","112.178933885466","119.434296600443","122.362553134679","128.111493972327","126.73912947076","113.889839440541","110.743942324106","113.117149924556","120.220895644642","115.004508914122","112.636190746204","105.143392684316","108.709136098982","113.825952998033","118.521203122637","122.708941521334","132.041835295992","134.651507100516","132.190055025191","153.793576317398","155.150601644343","160.101210051652","153.779441444881","159.749410803378","168.600245172134","175.294469787083","178.565277196538","180.890962548271","149.310697887715","165.209720276936","178.861521030831","177.765799113683","176.967412530167","174.320489700322","169.6865098786","163.660997089283","",
"Benin","BEN","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","21.7597532807286","16.9315572496648","15.9857106206749","18.186794798014","16.4100014923542","16.5723541853132","14.4962480146465","20.795893147878","22.0225293833883","24.7531497263944","28.8413651586485","35.422313579175","31.2196053251643","30.8078475178331","32.6871063336564","32.5041225616762","34.9331930087279","39.8347582038631","36.4205241355194","30.8607360760438","28.0376848382889","44.6898828607046","38.492528799181","35.148637102384","43.2865868290027","50.6831368181569","43.0356351895353","38.9781944948418","49.0048985330928","42.5349382334539","28.2147860407139","28.7449213250371","53.8607772211032","42.000689192765","51.8811392634236","53.7267403651159","50.0729191467484","48.7148635954361","46.5562890880836","43.5350308616629","39.1174383063634","37.198523158752","38.3944249007515","36.6878528433562","32.3425261360797","33.229241263533","38.1924265089814","51.6599522747711","50.0733976968066","46.3417488173132","47.8532815437402","45.2891137205687","46.3828455002925","54.5172200362527","65.7901864777581","46.1597627597545","41.9996337969595","",
"Burkina Faso","BFA","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","4.53226979733285","9.12103697461657","11.2212494756785","11.7733990971589","12.6360826589451","12.3076912622289","12.3969487377809","12.0418899935851","14.15693565203","15.577480619797","14.7341103827637","14.9964984551353","15.3689904421619","18.2560283369911","24.0279611713129","20.7205378712002","20.1861748068975","23.3848204210771","18.3098958225208","21.5926512124922","23.2796833724972","23.2002533024936","22.9701566243209","21.8087004277483","22.741589706152","25.9582421650533","23.9649948286232","24.8540464202869","22.7825206363028","18.5809041258239","22.1842325769762","20.382478100421","23.6579185159658","24.7854003435777","24.0596303399845","30.720505981341","34.0221432340801","33.4604010941318","37.4701051522322","31.1648937534756","31.1915152420482","31.2494943557708","30.7506978706328","29.6156787129497","36.1531161695264","31.632654097567","32.6280192106331","33.9834377476575","32.3896959786466","33.1068947441235","40.5262619940637","44.8093483269184","47.5664991353606","56.3103421415892","48.6543359877146","46.3335377842528","45.9830262568238","",
"Bangladesh","BGD","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","14.9968372737928","16.6212635989768","11.3992527509146","8.47622118739167","13.3725891509238","16.9804336120019","15.5180028216985","16.4918906895593","18.5135677067566","17.2348283365571","17.4517156948571","16.4063376124247","19.8511271169779","15.8943026971595","15.7343379958697","15.5650464195295","16.2985780546694","17.2157914865975","16.7382204049984","16.4774376267163","18.3860202928828","19.7156650238714","22.3165488812938","26.871554302868","24.2923528594723","25.0703148879338","25.239794315337","26.9706383826304","28.6154409962779","27.963769792371","26.9369527975655","28.9632814864025","31.2416753197285","33.38856184442","38.7588348002024","39.0007079305427","42.812455259589","36.0232392497899","40.7841570506861","47.1502424615823","44.4676515486809","44.1352163079784","42.0352134474319","36.8257278252283","34.5260814373838","",
"Bulgaria","BGR","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","101.112791283781","108.203321590337","118.808809843863","147.491497454267","145.382669895709","157.034909941004","144.893939658027","113.910536991566","150.692004975864","142.802279985447","49.0982714482734","68.9904200442152","75.0687250996016","78.3031114084978","88.5802891933029","84.3194032775083","98.5715858485829","88.1593936801999","63.2152002176704","70.0815172771748","86.6691558944168","87.7012978563581","83.6576063918419","87.377045789191","93.4517330745866","100.269392970887","111.745858241452","108.296037704389","108.421346012306","76.9685267425563","91.1735844413629","105.872483589498","110.191272004214","114.568591745319","112.781515997427","108.795238977699","104.635999462836","",
"Bahrain","BHR","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","230.318737587428","244.274560932587","203.058651882113","175.122187410994","171.139530132789","164.409292841017","150.865208678226","151.65000404971","135.15580777243","154.391133750947","176.67555331992","165.243302414012","162.658307210031","145.838694829438","132.248393415095","133.824139939263","147.053486773896","132.457582521778","110.547331297579","121.748789787057","119.47601472333","110.102175843641","112.197114148606","110.96187295262","113.629950692115","122.959539417578","122.751119734403","115.609756097561","125.61220362687","95.7949301836455","105.903487374576","111.053046628722","106.012416470185","110.308409930557","101.953674510785","77.3312188336301","64.8492336461081","",
"Bahamas, The","BHS","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","42.4018475750577","48.9221248066013","36.7482678983834","","43.5","41.1062663185379","47.5588235294118","49.7288185929648","51.1033710885853","66.0583772043809","79.3563941427247","135.681897453784","140.125232695888","192.875242211954","530.044275774826","873.029184837303","952.655349634013","957.784011220196","745.795290725613","640.463182973927","636.710851494046","353.312302839117","319.394284990179","277.066020313943","186.860026456323","89.3695906135903","72.7199191102123","65.4384696182192","58.5187551013166","80.4049640757675","88.0606443461781","106.809035858008","39.562560308781","36.0931435963778","37.5268487266032","41.3823272090989","42.8373510667775","37.2295040695456","40.5900860816165","36.8606365611003","41.8803353966905","35.8312881877517","31.2446284821089","31.4707186332124","33.5757165532934","37.1206539339251","42.9535145428059","45.1761246188843","50.3795319510125","41.5089514066496","41.6308470290771","48.1520912547528","52.0240504822003","48.3548462802159","48.4810860988628","39.31330472103","30.7284182601968","",
"Bosnia and Herzegovina","BIH","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.4359024773889","66.1104618241511","79.611052367821","79.1978574267857","85.3839356855374","86.5606901443843","75.8447473545036","76.2916528253018","73.3356808010391","73.3689985932675","76.8966647354164","84.3642167185205","82.912830525759","87.9288117930983","90.0962386537591","72.3113460971315","81.7166997551377","90.720593640627","88.2231746896267","88.0356310291053","91.1436030708503","87.1356528395049","87.2983613085987","",
"Belarus","BLR","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.3421396938156","74.1950470583002","85.3230205296936","113.176197918328","102.607967316902","103.662027504576","125.399855048282","127.375387231267","117.254453443414","120.634356199405","130.779704353514","108.198942845155","113.860729379187","116.990668300021","118.43542574647","101.35045958333","105.129997823024","141.150251244906","140.767340638204","106.220595083187","97.369915447298","100.880570547615","107.334187734703","",
"Belize","BLZ","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","74.8703100377773","82.0254502781081","95.7616343944734","95.6621308986527","97.6357124539468","91.6325532286213","91.4283448818898","83.6723871906841","92.7101613333333","98.2084721518987","97.9963138357705","92.7650545829042","104.102781456954","97.7318386844166","105.350241926346","130.990470753393","118.485751041185","129.330641733957","136.668011738811","143.986166007905","134.017971758665","145.671332296527","122.175732217573","100.529100529101","117.117117117117","116.18455653837","102.260258942287","88.9531730247695","94.3156557637345","93.900592041856","83.2828955332284","84.9971583291313","80.0788670712032","74.304522618002","70.5845450490365","67.5653448799659","65.9511512451671","70.6082634440159","67.7801331494997","75.8803675039051","89.1749270150694","78.6823031113001","74.4194545322064","76.4018402945837","69.2620047067365","81.8554062655616","88.6826212755066","85.2885186863583","95.443619682862","78.508331059845","84.7363506423834","96.5169925613718","94.5828841960608","95.2231783754146","93.3363558977613","89.7885100185883","81.0080620582936","",
"Bermuda","BMU","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","56.9052695597075","47.6254883993835","46.8491387661713","45.0865752192489","46.1600907752084","40.9812397196732","43.0336588179999","34.631701587516","36.6758524672269","38.9610381307005","41.1328811856318","34.558689281227","38.5141965399998","31.2575545499151","31.2238897586019","29.8411923832955","23.6329436556491","23.0494331919339","21.5284015193813","22.951282218652","22.1537782536099","20.5407822831949","20.3950596714237","21.1392503329133","23.6581998852544","21.2401625591397","20.7044346830495","20.2548647610673","19.3619302878856","18.8184441316084","17.1763386134774","16.4569930915903","16.4513573453324","18.371964095728","","","","",
"Bolivia","BOL","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","22.1058032218403","22.1527855691869","23.4171601422839","23.6125165299858","24.4528575435838","26.829885761236","26.7422621012836","27.7521586805976","33.5524858022921","34.9683299236114","34.3481827209533","32.016846473029","30.740711722488","38.8513710283702","45.0660662447057","41.6684400847916","41.0968336717335","38.718037812979","38.2255338953751","37.4117043897572","35.4160728524874","31.0441633416209","24.704518230409","24.5636074962982","19.6775043459368","24.4361579404249","33.1365054576558","30.7270797651951","25.9047322197029","30.3860564273912","33.1375988011761","34.0427964939394","31.8928776525272","33.7246569959674","37.4671166683348","37.5862564356532","37.4748208064508","38.0787830793616","36.3281369233985","33.8681267770956","36.4376265730959","36.7620960921096","38.8211465340459","39.7624959072005","45.4809591338238","55.0581016519864","59.9664290713472","61.6595759127843","69.6070290977088","54.8171873978886","61.0298473896405","67.9610953185828","73.2235847124685","68.4764405669601","69.1548763390679","54.2461256054375","45.3842291283627","",
"Brazil","BRA","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","18.0013017364171","18.7899670004455","13.4947322453654","12.5665263061942","12.6957084591623","12.3542710487708","11.9611052005107","10.8558381761016","11.8461860702129","12.2160560361648","13.2017879280432","13.4235807951506","14.9882961497004","16.6475237947584","21.0384629585154","17.9954023030606","15.6237288964392","14.4047312245801","13.8012335213725","15.5790014821419","19.1865022619235","17.9738216228537","14.6420273445436","19.035484729188","20.1962538426057","17.9288147968167","14.1367913530874","14.5553595710219","14.9967895327411","12.7487307132214","11.6761103867763","9.05185283482069","14.6932376932808","15.1428084479872","14.2519781614962","12.8103148026658","12.2925946654219","13.1663126451414","12.9989300554397","16.6702959269512","17.4145737319791","20.8918742897619","21.6705460730473","22.1992717487286","24.3698255650619","21.9997988522904","21.0939322654548","20.5638366387735","22.4268133936458","17.1966585748922","17.8123523237019","18.8442474811385","19.3079055140859","19.9202532165183","18.9030124337423","20.5120758744333","18.3028869320453","",
"Barbados","BRB","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","74.0913411296657","68.7547624501123","69.4122421472198","75.8228512593763","77.7263470086599","68.0266932924294","55.6923087634427","39.2504079606695","41.6461792178403","42.8131162462885","45.7187719577513","44.8349571717379","36.5323709817106","37.0286362013242","37.0476239823812","44.6508108609282","46.1886780922877","50.1714109772668","43.9046119634298","45.5507983441427","45.7454811233239","43.1876404285832","40.3992589085909","44.116435898919","48.1224136147049","50.3891343316363","51.2886977109871","49.932784499677","52.4013997757452","39.7272045639772","44.9401367275344","52.3078528986671","54.1229643479566","50.7050237920937","49.9527649504905","47.5148808177665","47.0839554882236","",
"Brunei Darussalam","BRN","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","88.5652248639358","94.1560039370079","90.6276315789474","100.112370505789","99.8689361702127","99.9552717986136","258.703814894676","104.12875851231","110.60005634861","108.515728919807","113.155450476465","111.941765023748","110.750652976247","109.497282116325","109.209709534041","104.548245148575","106.064433844653","106.443044216755","106.457600413594","101.255165148417","101.798933219819","104.00269101955","92.3228809322691","91.1281081480387","91.8448973167842","91.2925090111268","105.087787333855","92.8159501100514","97.1574645764245","99.4290181002723","94.9087660208644","97.2514903646194","89.8537773746274","89.1105604719764","85.2391304347826","83.4839529056881","85.6797426808141","89.9829515540336","87.6575877088553","82.3008861928184","81.2052551291246","81.1832369673759","79.7594616816101","89.5634354948304","89.9069668573405","83.4971317987512","86.8738300841093","87.0045352602613","83.2307038579443","82.3890066420834","74.1024465693554","70.6123820309392","",
"Bhutan","BTN","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","49.3906173958478","60.1127223976684","57.0721321910106","53.1446085846959","53.761855512101","61.5500740378077","63.0661911272575","56.0860351587322","71.1628849151711","57.9815416940939","50.3690490450948","58.3892937555302","76.1580126160245","65.8902750794724","58.3453053121519","70.9445778916408","72.055931895832","69.6788895928567","64.1986295408429","71.1156403665283","63.3484650789675","62.347712932071","57.582147472802","61.390670781978","84.5332574278017","78.705126922549","92.8955903676323","100.362697491833","84.6108749218179","81.0632421002597","94.3008451952495","94.3891771271336","83.7097442024361","80.7812798662724","77.3507553414674","78.2197264606266","67.056091553934","",
"Botswana","BWA","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","55.240790850547","51.3793296279444","56.6744727681785","60.0779962270522","59.7929026422376","82.0294530487805","80.5134650406504","75.4088353012521","64.9236707368421","82.9247143114311","86.1571005076142","98.517460969163","101.543770755311","102.802415733255","99.7092320269296","100.771621359223","101.876529706337","104.493473241289","102.213210471418","120.584384914696","112.543423685647","111.187512520868","112.621128175685","116.868452774429","109.365246267962","117.334251161036","113.0949787917","128.429871192605","100.622536085032","108.859175511584","98.4021638177345","96.2769325345795","86.8922724310978","85.3588070995868","82.5951305686251","85.6760351374846","86.0192368553326","101.589279673501","89.9496300138313","88.2890723698219","82.165327843039","78.6759230210286","78.5091410971641","69.9985685923207","75.2954989173908","76.3895129698203","75.1937763433072","84.4791929414078","92.8452133215299","79.7081410977343","80.9441133219584","83.8741970311681","95.3034684485186","109.032257889316","102.01417418135","94.025891203302","88.2857233333345","",
"Central African Republic","CAF","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","30.2680386159445","29.2438555387772","31.6281575848197","37.4010182398481","41.3898054919538","35.73592272729","41.5898072461856","44.6937853494789","39.3676847320922","38.9322031671643","34.133930557514","32.3426912331869","31.8313502516267","32.7874460721147","33.4835628810513","30.6488129231193","25.7673431683718","28.5422307114038","21.0167562411993","21.3010385585732","24.7162018960397","25.0430516424052","30.735831149871","23.8355717840447","27.1236135040945","23.7035388436346","20.761584342604","27.8103474796505","26.1680895983522","23.0158871438951","19.018382225848","15.8272071997879","17.8480675794639","18.3768737072049","34.0705755264762","31.020547360102","28.5773485562655","32.4183168137745","30.7028042888959","27.7144805198972","30.3991152626733","26.7215176002398","26.931941376934","21.5835897493606","22.4452964963044","22.4394403317565","24.6558510038814","25.1273085061088","22.6672928194716","19.679793205481","22.1549199880234","22.5968299910545","24.1095779321208","21.6732968596291","29.4320687111546","27.2438617639086","27.0818156470187","",
"Canada","CAN","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","28.9374072369078","29.7965539191178","29.6169366130498","29.6070715267732","31.5840257885068","31.7102137737279","33.2454519319012","33.6874999514495","35.9692598069047","36.4229128803358","35.3513997643049","35.1011498930548","36.4537244812006","38.9502557351216","42.863012422659","40.3722447703304","39.1340090170728","40.4644521564248","43.318784181313","47.2846529760644","47.5720941071126","46.6130214289022","41.2629370199057","41.5618708049494","47.2914962530663","47.0423420167645","46.5832888740585","44.2275899329634","45.2969407800436","42.7610908993073","42.2395214409298","41.2802499953522","44.5142606411282","49.2424458641325","55.4274742085884","59.702668868588","59.9464108314479","63.615022093103","66.5375378616124","67.8362322789649","70.2445914385239","66.1545868891412","63.3145418982859","58.0200618244202","58.3165882398898","58.3983912333701","56.801637569801","55.3511421489172","56.5143557831188","47.113679848325","48.9735754832007","51.1545408074053","51.0822545606125","50.6936160768461","53.3381187114247","54.4995193464308","52.7349667175849","",
