STN,date,   ave_temp,   min_temp,   max_temp
  260,19010603,  156,  107,  219
  260,19010604,  148,   69,  213
  260,19010605,  158,   68,  219
  260,19010606,  162,   92,  223
  260,19010607,  133,   78,  178
  260,19010608,  139,   71,  203
  260,19010609,  146,   88,  221
  260,19010610,  148,   64,  217
  260,19010611,  126,   64,  172
  260,19010612,  109,   83,  158
  260,19010613,  101,   64,  149
  260,19010614,  112,   64,  150
  260,19010615,  116,   63,  160
  260,19010616,  114,   65,  167
  260,19010617,   97,   44,  121
  260,19010618,   95,   33,  136
  260,19010619,  122,   51,  183
  260,19010620,  155,   88,  205
  260,19010621,  181,  132,  231
  260,19010622,  207,  164,  250
  260,19010623,  178,  128,  220
  260,19010624,  139,   85,  193
  260,19010625,  137,   98,  186
  260,19010626,  133,   71,  183
  260,19010627,  137,   70,  168
  260,19010628,  164,   79,  219
  260,19010629,  170,  100,  227
  260,19010630,  181,   99,  229
  260,19010701,  154,  125,  182
  260,19010702,  169,  128,  220
  260,19010703,  159,  114,  214
  260,19010704,  181,   89,  245
  260,19010705,  157,  115,  214
  260,19010706,  172,   95,  232
  260,19010707,  151,  116,  184
  260,19010708,  154,  108,  209
  260,19010709,  170,   82,  229
  260,19010710,  199,  132,  266
  260,19010711,  218,  132,  281
  260,19010712,  231,  150,  303
  260,19010713,  210,  155,  275
  260,19010714,  162,  121,  194
  260,19010715,  158,  108,  212
  260,19010716,  180,  102,  243
  260,19010717,  190,  111,  256
  260,19010718,  206,  124,  273
  260,19010719,  203,  141,  253
  260,19010720,  204,  129,  256
  260,19010721,  207,  144,  268
  260,19010722,  182,  147,  216
  260,19010723,  173,  106,  222
  260,19010724,  172,  102,  233
  260,19010725,  172,  140,  214
  260,19010726,  158,  103,  209
  260,19010727,  159,  118,  204
  260,19010728,  172,  137,  228
  260,19010729,  188,  122,  248
  260,19010730,  198,  124,  261
  260,19010731,  194,  123,  235
  260,19010801,  183,  142,  220
  260,19010802,  179,  130,  229
  260,19010803,  166,  103,  218
  260,19010804,  171,   97,  229
  260,19010805,  163,  130,  207
  260,19010806,  142,  125,  160
  260,19010807,  161,  130,  206
  260,19010808,  182,  156,  223
  260,19010809,  196,  144,  253
  260,19010810,  215,  148,  297
  260,19010811,  180,  152,  236
  260,19010812,  164,  110,  227
  260,19010813,  156,   97,  215
  260,19010814,  180,  100,  251
  260,19010815,  159,  132,  197
  260,19010816,  154,   82,  207
  260,19010817,  151,   58,  224
  260,19010818,  176,  105,  245
  260,19010819,  184,  112,  241
  260,19010820,  159,  115,  201
  260,19010821,  159,  125,  206
  260,19010822,  157,   85,  221
  260,19010823,  162,   65,  235
  260,19010824,  154,   82,  218
  260,19010825,  157,   52,  230
  260,19010826,  152,  102,  207
  260,19010827,  131,  102,  161
  260,19010828,  127,   80,  169
  260,19010829,  118,   77,  153
  260,19010830,  142,   95,  177
  260,19010831,  151,  128,  181
  260,19010901,  126,   86,  163
  260,19010902,  126,   75,  159
  260,19010903,  134,   43,  189
  260,19010904,  133,   72,  182
  260,19010905,  120,   64,  177
  260,19010906,  117,   44,  180
  260,19010907,  128,   63,  189
  260,19010908,  148,   63,  196
  260,19010909,  168,  147,  209
  260,19010910,  166,  140,  209
  260,19010911,  144,   96,  191
  260,19010912,  145,  100,  198
  260,19010913,  141,   74,  189
  260,19010914,  131,  103,  145
  260,19010915,  129,  115,  140
  260,19010916,  137,   68,  183
  260,19010917,  136,   96,  178
  260,19010918,  129,   49,  167
  260,19010919,  119,   38,  178
  260,19010920,  152,   78,  208
  260,19010921,  182,  137,  245
  260,19010922,  167,   98,  226
  260,19010923,  177,  126,  235
  260,19010924,  165,  103,  212
  260,19010925,  163,  141,  204
  260,19010926,  157,  113,  193
  260,19010927,  134,   82,  199
  260,19010928,  128,   63,  205
  260,19010929,  143,   53,  240
  260,19010930,  147,   82,  216
  260,19011001,  152,   94,  226
  260,19011002,  158,  134,  203
  260,19011003,  147,  119,  175
  260,19011004,  124,   78,  173
  260,19011005,  121,   94,  158
  260,19011006,   94,   68,  115
  260,19011007,   88,   62,  121
  260,19011008,   93,   58,  125
  260,19011009,  111,   76,  140
  260,19011010,   88,   36,  139
  260,19011011,  102,   58,  129
  260,19011012,   94,   45,  146
  260,19011013,   84,   49,  144
  260,19011014,   88,   25,  140
  260,19011015,   91,   53,  136
  260,19011016,  101,   61,  157
  260,19011017,  118,   75,  162
  260,19011018,  128,   87,  167
  260,19011019,  119,   80,  160
  260,19011020,  109,   75,  158
  260,19011021,  102,   86,  113
  260,19011022,   86,   35,  143
  260,19011023,   84,   41,  138
  260,19011024,   82,   43,  120
  260,19011025,   96,   54,  123
  260,19011026,   78,   29,  130
  260,19011027,   66,    1,  135
  260,19011028,   93,   38,  134
  260,19011029,   96,   57,  107
  260,19011030,   88,   51,  130
  260,19011031,   58,   17,  107
  260,19011101,   58,   16,  121
  260,19011102,   56,    3,  120
  260,19011103,   40,   -9,  117
  260,19011104,   21,  -41,   94
  260,19011105,   15,  -56,  120
  260,19011106,   26,  -58,   97
  260,19011107,   84,   44,  120
  260,19011108,   88,   66,  100
  260,19011109,   86,   68,  108
  260,19011110,   87,   68,  105
  260,19011111,   92,   86,  105
  260,19011112,   75,   50,  100
  260,19011113,   79,   60,   92
  260,19011114,   53,    9,   77
  260,19011115,   22,  -30,   61
  260,19011116,   11,  -35,   74
  260,19011117,   28,    0,   64
  260,19011118,   61,   21,   83
  260,19011119,   90,   48,  107
  260,19011120,   97,   84,  114
  260,19011121,   94,   84,  109
  260,19011122,   54,    1,   96
  260,19011123,    7,  -42,   64
  260,19011124,   -7,  -60,   56
  260,19011125,   37,   11,   70
  260,19011126,   47,    7,   82
  260,19011127,   -1,  -14,   19
  260,19011128,   45,   12,   70
  260,19011129,   56,   19,   82
  260,19011130,   73,   53,   91
  260,19011201,   80,   70,   89
  260,19011202,   77,   62,   90
  260,19011203,   68,   46,   92
  260,19011204,   11,  -46,   63
  260,19011205,  -29,  -52,    7
  260,19011206,   -4,  -49,   18
  260,19011207,   67,   11,  107
  260,19011208,   94,   63,  111
  260,19011209,   55,   20,   75
  260,19011210,   43,   30,   59
  260,19011211,   21,   -8,   40
  260,19011212,   11,  -11,   30
  260,19011213,   45,   18,   65
  260,19011214,   22,   -4,   43
  260,19011215,    4,  -26,   22
  260,19011216,  -10,  -35,    1
  260,19011217,  -36,  -69,    3
  260,19011218,   -6,  -29,   10
  260,19011219,  -17,  -41,    6
  260,19011220,    5,   -5,   20
  260,19011221,    5,   -5,   12
  260,19011222,    7,   -2,   16
  260,19011223,    3,  -24,   20
  260,19011224,   18,   -5,   56
  260,19011225,   54,   39,   83
  260,19011226,   39,   23,   52
  260,19011227,   29,   11,   57
  260,19011228,   16,   -5,   34
  260,19011229,   63,   17,   91
  260,19011230,   83,   50,  114
  260,19011231,  106,   88,  114
